x  y
8.944543828264758  13700995.91221996
17.889087656529515  13700995.91221996
27.728085867620752  13522410.978580637
39.355992844364934  13522410.978580637
49.19499105545617  13346153.80116631
59.0339892665474  13522410.978580637
68.87298747763865  13346153.80116631
79.60644007155635  13700995.91221996
88.5509838998211  13522410.978580637
99.28443649373882  13522410.978580637
109.12343470483005  12335821.916981474
119.85688729874776  10265875.934250541
129.695885509839  7591749.689098774
138.64042933810376  5257723.229662334
148.47942754919498  3455107.294592218
160.10733452593917  2270520.127380509
169.94633273703042  1397330.5213983965
178.89087656529517  859949.4725836852
187.83542039355993  522334.5074266843
199.4633273703041  285654.09602740646
209.30232558139534  154182.18217088742
219.1413237924866  92429.78989125282
228.9803220035778  44918.12841738362
239.71377459749553  25217.92807419645
249.55277280858675  15519.695315433248
259.391771019678  10333.44219171976
270.1252236135957  8053.467417820171
279.96422182468694  7063.221877718105
288.9087656529517  5651.148921156597
298.74776386404295  5362.221249420203
310.3756708407871  5088.065653355447
320.21466905187833  4891.687326844176
329.1592128801431  4702.88839292544
339.89266547406083  4521.376318339114
350.6261180679785  4404.277187155775
359.5706618962433  4234.29027220018
369.4096601073345  4179.098631233705
379.2486583184257  3862.7320841975366
389.087656529517  3862.7320841975366
399.82110912343467  3762.691180895841
409.66010733452595  3713.646574273765
418.6046511627907  3617.466836788617
430.2325581395349  3523.7780584504108
439.1771019677996  3387.774774440254
449.01610017889084  3257.020655659783
458.8550983899821  3214.5671857529683
469.58855098389984  3131.313106003991
479.42754919499106  3010.4573487410426
489.2665474060823  2932.489509927845
499.1055456171735  2932.489509927845
508.9445438282647  2819.3075225665557
519.6779964221824  2782.559402207126
528.6225402504472  2710.493892609337
539.3559928443649  2675.164097969399
549.1949910554562  2640.2948077388965
559.0339892665473  2538.3903294627116
568.8729874776386  2571.913809059344
580.5008944543828  2538.3903294627116
590.339892665474  2377.2145298976693
599.2844364937388  2408.609426838802
609.1234347048301  2315.64704767808
619.8568872987478  2315.64704767808
629.695885509839  2255.674101761034
639.5348837209302  2285.4638641349907
649.3738819320215  2140.3477007918464
660.1073345259391  2140.3477007918464
669.9463327370304  2057.739116652104
678.8908765652951  2057.739116652104
688.7298747763864  2057.739116652104
699.4633273703041  2004.4457285780854
709.3023255813953  1952.5325860315102
718.2468694096601  1952.5325860315102
728.9803220035778  1828.5559867363834
738.819320214669  1828.5559867363834
749.5527728085867  1804.7217668271703
759.391771019678  1757.9812754272543
768.3363148479427  1781.1982128438578
780.8586762075134  1757.9812754272543
789.8032200357782  1712.4513160752467
799.6422182468693  1712.4513160752467
809.4812164579606  1624.898399204976
821.1091234347048  1624.898399204976
831.8425760286225  1582.8151534383444
840.7871198568873  1562.184029908998
848.8372093023255  1462.9927206899727
859.5706618962432  1462.9927206899727
869.4096601073345  1501.8901763314898
878.3542039355992  1443.923416559593
889.9821109123435  1388.1939343805627
900.7155635062611  1482.3138652959929
909.660107334526  1388.1939343805627
919.4991055456171  1352.2410978580638
929.3381037567084  1352.2410978580638
940.9660107334525  1352.2410978580638
949.0161001788908  1300.050174641103
959.7495527728086  1300.050174641103
971.3774597495527  1283.10473683107
980.3220035778176  1249.8736055733787
990.1610017889087  1233.582191698146
999.1055456171734  1201.633644901637
