electron
535
535
MeV             1/cm/cm/s       1/cm/cm/s/MeV
4.000000e-2 	1.934800e+5 	1.517300e+6
1.000000e-1 	1.165800e+5 	1.046200e+6
2.000000e-1 	5.120700e+4 	4.529200e+5
3.000000e-1 	2.599300e+4 	1.790100e+5
4.000000e-1 	1.540400e+4 	8.089800e+4
5.000000e-1 	9.813100e+3 	4.039500e+4
6.000000e-1 	7.325400e+3 	2.132700e+4
7.000000e-1 	5.547700e+3 	1.469600e+4
8.000000e-1 	4.386300e+3 	1.011800e+4
1.000000e+0 	2.961100e+3 	5.785900e+3
1.250000e+0 	1.933300e+3 	3.376800e+3
1.500000e+0 	1.272800e+3 	2.201300e+3
1.750000e+0 	8.326800e+2 	1.452300e+3
2.000000e+0 	5.466100e+2 	9.355000e+2
2.250000e+0 	3.649300e+2 	6.040000e+2
2.500000e+0 	2.446100e+2 	4.256400e+2
2.750000e+0 	1.521100e+2 	2.985100e+2
3.000000e+0 	9.535700e+1 	1.863400e+2
3.250000e+0 	5.894000e+1 	1.174100e+2
3.500000e+0 	3.665200e+1 	7.549300e+1
3.750000e+0 	2.119400e+1 	4.867200e+1
4.000000e+0 	1.231600e+1 	2.901700e+1
4.250000e+0 	6.685500e+0 	1.736400e+1
4.500000e+0 	3.633600e+0 	9.566900e+0
4.750000e+0 	1.902100e+0 	5.294900e+0
5.000000e+0 	9.861600e-1 	2.965100e+0
5.500000e+0 	2.020300e-1 	9.634800e-1
6.000000e+0 	2.267500e-2 	2.020300e-1
6.500000e+0 	0.000000e+0 	2.267500e-2
7.000000e+0 	0.000000e+0 	0.000000e+0
