0.025267394159248717 443005.21608887607
0.03842706976561226 586078.5152620887
0.06321985349333864 601181.3853423446
0.1 536144.3923342351
0.16026416138998414 448676.89077860187
0.2453342482564222 361419.0580821414
0.388065195820602 287450.8094314469
0.613834380146882 217278.41002694707
1.0032807398612351 150243.46123861143
1.5663149372218295 106567.38509906584
2.560061247621214 69147.9016345794
3.8427069765612267 48426.47671242842
6.239698204058341 32232.00285270257
10.065722429765074 20388.828141458423
16.026416138998414 12700.265850104664
