proton
550
550
MeV             1/cm/cm/s       1/cm/cm/s/MeV
1.000000e-1 	1.276900e+3 	8.614200e+3
1.500000e-1 	9.063600e+2 	6.206300e+3
2.000000e-1 	6.562500e+2 	4.198000e+3
3.000000e-1 	3.973000e+2 	2.012500e+3
4.000000e-1 	2.537400e+2 	1.074800e+3
5.000000e-1 	1.823300e+2 	5.868700e+2
6.000000e-1 	1.363700e+2 	3.548100e+2
7.000000e-1 	1.113700e+2 	2.197100e+2
1.000000e+0 	7.271200e+1 	9.461700e+1
1.500000e+0 	5.392900e+1 	2.716600e+1
2.000000e+0 	4.554600e+1 	1.306800e+1
3.000000e+0 	3.987300e+1 	4.458100e+0
4.000000e+0 	3.663000e+1 	2.491000e+0
5.000000e+0 	3.489100e+1 	1.564600e+0
6.000000e+0 	3.350100e+1 	1.229600e+0
7.000000e+0 	3.243100e+1 	1.006100e+0
1.000000e+1 	2.998400e+1 	6.805600e-1
1.500000e+1 	2.770800e+1 	4.020400e-1
2.000000e+1 	2.596400e+1 	3.097700e-1
3.000000e+1 	2.364600e+1 	2.162800e-1
4.000000e+1 	2.163800e+1 	1.900300e-1
5.000000e+1 	1.984600e+1 	1.742500e-1
6.000000e+1 	1.815300e+1 	1.669100e-1
7.000000e+1 	1.650800e+1 	1.577300e-1
1.000000e+2 	1.239000e+1 	1.241600e-1
1.500000e+2 	7.272400e+0 	8.026600e-2
2.000000e+2 	4.363500e+0 	4.842400e-2
3.000000e+2 	1.471700e+0 	1.926400e-2
4.000000e+2 	5.107800e-1 	0.000000e+0
