x  y
9.769094138543517  344545.07758890773
19.538188277087034  190506.45979290613
29.307282415630553  112114.40064156917
39.96447602131439  73973.21462878345
50.62166962699823  54154.4702098468
59.50266429840142  40901.39768371498
68.38365896980461  32539.83525933235
79.04085257548846  26986.790743747297
89.69804618117229  22851.592901717657
99.46714031971581  19756.54786297432
108.34813499111901  17259.186275070726
119.00532859680284  15555.127999425778
129.66252220248668  13874.335420260277
139.4316163410302  12247.18046678489
149.20071047957373  11153.317444167913
159.85790408525756  10157.153342171365
169.62699822380108  9346.620889795133
179.39609236234458  8600.768258055989
188.2770870337478  8080.704210008628
199.82238010657193  7513.572841979082
209.59147424511545  6986.244686670117
219.36056838365897  6563.806297053484
229.1296625222025  6166.911557999561
239.78685612788632  5734.096682277019
250.44404973357015  5616.110781009307
259.32504440497337  5276.520500301722
269.98223801065717  5114.505049720576
279.7513321492007  4706.371768574859
289.5204262877442  4706.371768574859
298.40142095914746  4286.019830241412
309.94671403197157  4197.829843127084
320.6039076376554  3985.21234780493
329.4849023090586  3903.211834619955
339.25399644760216  3705.5165599180923
349.91119005328596  3591.7387521645396
359.6802841918295  3554.5945257698772
369.449378330373  3409.819397194242
379.2184724689165  3203.6372951297844
389.87566607460036  3203.6372951297844
399.64476021314385  3041.37503985368
408.5257548845471  3009.922439643459
419.1829484902309  3009.922439643459
430.72824156305506  2947.989683454524
439.60923623445825  2769.7331135320424
449.3783303730018  2741.0897179733265
460.0355239786856  2629.4478377307414
469.80461811722915  2575.3438017925296
478.68561278863234  2522.3530211403868
488.45470692717583  2470.4525892145675
499.1119005328597  2419.6200707851985
509.76909413854355  2369.8334922541103
520.4262877442274  2273.3125118563157
528.4191829484903  2249.802885897213
538.1882770870337  2203.5104991664953
550.6216696269983  2158.170633691157
558.6145648312611  2158.170633691157
569.271758436945  2091.9040499399016
580.8170515097692  2091.9040499399016
590.5861456483126  2006.7028615617833
599.4671403197158  2027.6721802439238
609.2362344582593  1945.0870925564689
620.7815275310835  1924.9718335388932
628.7744227353463  1827.473196122032
639.4316163410302  1865.8656140237838
649.2007104795737  1808.574249731229
660.7460035523978  1753.0420155699273
670.5150976909414  1699.2148974863358
679.3960923623446  1699.2148974863358
690.0532859680284  1681.6423435784623
699.8223801065719  1681.6423435784623
710.4795737122558  1630.007550916211
720.2486678507993  1613.1507097944148
729.1296625222025  1531.445620185984
739.7868561278864  1499.934293859972
750.4440497335702  1484.4226147450386
760.2131438721137  1484.4226147450386
770.8703374777975  1453.8788430287016
779.7513321492007  1438.8434496935606
790.4085257548845  1380.2407753464834
800.1776198934281  1380.2407753464834
809.9467140319716  1351.8406696508396
820.6039076376554  1324.0249301164715
829.4849023090586  1296.781532710295
840.1420959147424  1283.3707725857244
849.0230905861457  1256.96388312183
860.5683836589698  1180.958844305283
871.2255772646537  1218.3688336234798
879.2184724689165  1193.2994368419675
889.8756660746004  1168.7458728999395
901.4209591474246  1205.7689841046265
911.190053285968  1144.6975279194257
920.0710479573712  1109.5496144877657
930.7282415630551  1121.144006415693
941.3854351687389  1075.4809169960963
952.0426287744227  1064.3587532140104
960.9236234458259  1064.3587532140104
972.4689165186501  1064.3587532140104
980.461811722913  1031.6776401638301
991.1190053285968  1010.4496381022851
1000.8880994671404  979.4238032936586
